🗂️ Rapport de cohérence - 2025-05-01T19:47:46.130Z

[686] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-314-686 | Slug: lait-infantile-bio-everymilk-3-croissance-de-10-mois-à-3-ans--- | Name: Lait Infantile Bio Everymilk 3 Croissance De 10 Mois À 3 Ans - 
[2170] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1527-2170 | Slug: medela-coussinets-a-usage-unique-safe-&-dry-ultra-thin-(boîte-de-30) | Name: Medela Coussinets A Usage Unique Safe & Dry Ultra Thin (boîte De 30)
[2171] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1528-2171 | Slug: medela-swing-maxi-flex-tire-lait-électronique | Name: Medela Swing Maxi Flex Tire-lait Électronique
[2172] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1529-2172 | Slug: plateau-cp-1821-ovo-blanc | Name: Plateau Cp-1821 Ovo Blanc
[2173] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1530-2173 | Slug: plateau-cp-1821-ovo-gris-anthracite | Name: Plateau Cp-1821 Ovo Gris Anthracite
[2174] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1531-2174 | Slug: chaise-haute-ovo-original-one-plus-blanc/naturel-harnais-blanc | Name: Chaise Haute Ovo Original One Plus Blanc/naturel Harnais Blanc
[2175] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1532-2175 | Slug: chaise-haute-ovo-original-one-luxe-blanc/naturel-harnais-simili-cuir-beige | Name: Chaise Haute Ovo Original One Luxe Blanc/naturel Harnais Simili Cuir Beige
[2176] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1533-2176 | Slug: chaise-haute-bueno---beige | Name: Chaise Haute Bueno - Beige
[2177] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1534-2177 | Slug: chaise-haute-bueno---océan | Name: Chaise Haute Bueno - Océan
[2178] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1535-2178 | Slug: chaise-haute-bueno---gris | Name: Chaise Haute Bueno - Gris
[2179] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1536-2179 | Slug: chaise-haute-2en1-malmo-vert-foncé | Name: Chaise Haute 2en1 Malmo Vert Foncé
[2180] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1537-2180 | Slug: stor---coffret-de-2-couverts-bébé---minnie | Name: Stor - Coffret De 2 Couverts Bébé - Minnie
[2181] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1538-2181 | Slug: chaise-portable-pod-chili | Name: Chaise Portable Pod Chili
[2182] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1539-2182 | Slug: stérilisateur-sucette-bébé-blanc-à-uv-munchkin | Name: Stérilisateur sucette bébé blanc à UV MUNCHKIN
[2183] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1540-2183 | Slug: chaise-haute-paulette---dès-6-mois-typo | Name: Chaise Haute Paulette - Dès 6 Mois Typo
[2184] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1541-2184 | Slug: irene | Name: Irene
[2185] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1542-2185 | Slug: chaise-haute-paulette---dès-6-moiscerisier | Name: Chaise Haute Paulette - Dès 6 Moiscerisier
[2186] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1543-2186 | Slug: chaise-haute-paulette---dès-6-mois-zébre | Name: Chaise Haute Paulette - Dès 6 Mois Zébre
[2187] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1544-2187 | Slug: chaise-haute-eva-grise---6-36-mois---évolutive-2-en-1 | Name: Chaise Haute Eva Grise - 6-36 Mois - Évolutive 2 En 1
[2188] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1545-2188 | Slug: nania-chaise-haute-eva-2-en-1-utilisable-des-6-mois---gris | Name: Nania Chaise Haute Eva 2 En 1 Utilisable Des 6 Mois - Gris
[2189] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1546-2189 | Slug: chaise-haute-paulette---dès-6-mois-geometric | Name: Chaise Haute Paulette - Dès 6 Mois Geometric
[2190] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1547-2190 | Slug: neno-uno-tire-lait-150-ml-électronique | Name: Neno Uno Tire-lait 150 Ml Électronique
[2191] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1548-2191 | Slug: neno-bella-tire-lait-150-ml-électronique | Name: Neno Bella Tire-lait 150 Ml Électronique
[2192] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1549-2192 | Slug: tire-lait-électronique-sans-fil-neno-perfetto | Name: Tire-lait Électronique Sans Fil Neno Perfetto
[2193] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1550-2193 | Slug: tire-lait-électronique-sans-fil-neno-bianco | Name: Tire-lait Électronique Sans Fil Neno Bianco
[2194] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1551-2194 | Slug: tire-lait-électrique-sans-fil-neno-primo | Name: Tire-lait Électrique Sans Fil Neno Primo
[2195] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1552-2195 | Slug: neno-camino-tire-lait-180-ml-électronique | Name: Neno Camino Tire-lait 180 Ml Électronique
[2196] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1553-2196 | Slug: entonnoir-neno-(overlay)-21-mm-pour-tire-lait-neno | Name: Entonnoir Neno (overlay) 21 Mm Pour Tire-lait Neno
[2197] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1554-2197 | Slug: neno-set-de-2-tétines-pour-biberons-neno,-taille-s-2pcs | Name: Neno Set De 2 Tétines Pour Biberons Neno, Taille S 2pcs
[2198] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1555-2198 | Slug: entonnoir-neno-(overlay)-27-mm-pour-tire-lait-neno | Name: Entonnoir Neno (overlay) 27 Mm Pour Tire-lait Neno
[2199] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1556-2199 | Slug: entonnoir-neno-(overlay)-24-mm-pour-tire-lait-neno | Name: Entonnoir Neno (overlay) 24 Mm Pour Tire-lait Neno
[2200] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1557-2200 | Slug: bavoir-en-silicone,-lapin---orange | Name: Bavoir En Silicone, Lapin - Orange
[2201] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1558-2201 | Slug: bavoir-en-silicone,-lapin---vert | Name: Bavoir En Silicone, Lapin - Vert
[2202] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1559-2202 | Slug: chauffe-biberon-thermo-3-en-1-nuk | Name: Chauffe-biberon Thermo 3 En 1 Nuk
[2203] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1560-2203 | Slug: chauffe-biberon-thermo-express-auto/maison-nuk | Name: Chauffe-biberon Thermo Express Auto/maison Nuk
[2204] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1561-2204 | Slug: coffret-4-biberons-first-choice+-perfect-start-mixte | Name: Coffret 4 Biberons First Choice+ Perfect Start Mixte
[2205] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1562-2205 | Slug: tire-lait-électrique-rechargeable-nature-sense | Name: Tire-lait Électrique Rechargeable Nature Sense
[2206] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1563-2206 | Slug: casier-4-biberons-winnie-l'ourson-first-choice+ | Name: Casier 4 Biberons Winnie L'ourson First Choice+
[2207] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1564-2207 | Slug: nuk-6-coussinets-lavables | Name: Nuk 6 Coussinets Lavables
[2208] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1565-2208 | Slug: stérilisateur-biberon-à-vapeur-vario-express-nuk | Name: Stérilisateur Biberon À Vapeur Vario Express Nuk
[2209] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1566-2209 | Slug: coffret-4-biberons-first-choice+-perfect-start-fille | Name: Coffret 4 Biberons First Choice+ Perfect Start Fille
[2210] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1567-2210 | Slug: grand-set-3-biberons-nature-sense-verre-indicateur-de-température-nuk | Name: Grand Set 3 Biberons Nature Sense Verre Indicateur De Température Nuk
[2211] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1568-2211 | Slug: coffret-perfect-start-8-pièces-fc+-indicateur-de-température-nuk | Name: Coffret Perfect Start 8 Pièces Fc+ Indicateur De Température Nuk
[2212] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1569-2212 | Slug: coffret-naissance-perfect-start-for-nature-4-biberons,-2-sucettes-nuk | Name: Coffret Naissance Perfect Start For Nature 4 Biberons, 2 Sucettes Nuk
[2213] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1570-2213 | Slug: tig-biberon-d'apprentissage-minnie---col-large---3-vitesses---300-ml---6-mois+ | Name: Tig Biberon D'apprentissage Minnie - Col Large - 3 Vitesses - 300 Ml - 6 Mois+
[2214] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1571-2214 | Slug: stérilisateur-biberon-électrique-8-mn | Name: Stérilisateur Biberon Électrique 8 Mn
[2215] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1572-2215 | Slug: chauffe-biberon-thermo-express-maison-nuk | Name: Chauffe-biberon Thermo Express Maison Nuk
[2216] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1573-2216 | Slug: lot-3-biberons-first-choice+-300-ml-mixte | Name: Lot 3 Biberons First Choice+ 300 Ml Mixte
[2217] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1574-2217 | Slug: tire-lait-manuel-nature-sense-nuk | Name: Tire-lait Manuel Nature Sense Nuk
[2218] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1575-2218 | Slug: set-casier-4-biberons-first-choice+-verre-indicateur-de-température-nuk | Name: Set Casier 4 Biberons First Choice+ Verre Indicateur De Température Nuk
[2219] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1576-2219 | Slug: pat'-patrouille-coffret-2-couverts-métalliques-pour-enfant | Name: Pat' Patrouille Coffret 2 Couverts Métalliques Pour Enfant
[2220] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1577-2220 | Slug: bol-ventouse-avec-cuillère-pierre-lapin-bleu | Name: Bol Ventouse Avec Cuillère Pierre Lapin Bleu
[2221] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1578-2221 | Slug: bol-pierre-lapin-caramel | Name: Bol Pierre Lapin Caramel
[2222] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1579-2222 | Slug: coffret-cadeau-5-pieces-ernest-et-celestine-bleu | Name: Coffret Cadeau 5 Pieces Ernest Et Celestine Bleu
[2223] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1580-2223 | Slug: petit-mug-ernest-et-celestine-au-musee | Name: Petit Mug Ernest Et Celestine Au Musee
[2224] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1581-2224 | Slug: bol-ventouse-avec-cuillere-ernest-et-celestine | Name: Bol Ventouse Avec Cuillere Ernest Et Celestine
[2225] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1582-2225 | Slug: tasse-a-deux-anses-antideparante | Name: Tasse A Deux Anses Antideparante
[2226] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1583-2226 | Slug: bavoir-a-manches-elmer-- | Name: Bavoir A Manches Elmer -
[2227] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1584-2227 | Slug: coffret-5-pieces-la-savane | Name: Coffret 5 Pieces La Savane
[2228] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1585-2228 | Slug: assiette-23-cm-le-petit-prince | Name: Assiette 23 Cm Le Petit Prince
[2229] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1586-2229 | Slug: plateau-4-compartiments-peppa-pig | Name: Plateau 4 Compartiments Peppa Pig
[2230] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1587-2230 | Slug: set-de-3-couverts-pierre-lapin | Name: Set De 3 Couverts Pierre Lapin
[2231] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1588-2231 | Slug: coffret-cadeau-5-pieces-pierre-lapin-bleu | Name: Coffret Cadeau 5 Pieces Pierre Lapin Bleu
[2232] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1589-2232 | Slug: assiette-bebe-pierre-lapin-bleue | Name: Assiette Bebe Pierre Lapin Bleue
[2233] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1590-2233 | Slug: timbale-pour-bebe-pierre-lapin | Name: Timbale Pour Bebe Pierre Lapin
[2234] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1591-2234 | Slug: set-de-3-couverts-le-petit-prince | Name: Set De 3 Couverts Le Petit Prince
[2235] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1592-2235 | Slug: assiette-à-dessert-terrasses-parisiennes-"sortie-avec-les-enfants" | Name: Assiette À Dessert Terrasses Parisiennes "sortie Avec Les Enfants"
[2236] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1593-2236 | Slug: cuillere-pierre-lapin-motif-papillon | Name: Cuillere Pierre Lapin Motif Papillon
[2237] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1594-2237 | Slug: tasse-deux-anses-antidérapante-avec-bec-amovible-pierre-lapin | Name: Tasse Deux Anses Antidérapante Avec Bec Amovible Pierre Lapin
[2238] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1595-2238 | Slug: bol-a-oreille-pierre-lapin | Name: Bol A Oreille Pierre Lapin
[2239] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1596-2239 | Slug: plateau-4-compartiments-pierre-lapin | Name: Plateau 4 Compartiments Pierre Lapin
[2240] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1597-2240 | Slug: coffret-cadeau-5-pieces-pierre-lapin-rose | Name: Coffret Cadeau 5 Pieces Pierre Lapin Rose
[2241] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1598-2241 | Slug: coffret-cadeau-5-pieces-vaisselle-ernest-et-celestine | Name: Coffret Cadeau 5 Pieces Vaisselle Ernest Et Celestine
[2242] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1599-2242 | Slug: assiette-bebe-ernest-and-celestine-bleu | Name: Assiette Bebe Ernest And Celestine Bleu
[2243] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1600-2243 | Slug: bol-ventouse-et-cuillere-elmer | Name: Bol Ventouse Et Cuillere Elmer
[2244] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1601-2244 | Slug: bol-a-ventouse-avec-cuillere-le-zoo | Name: Bol A Ventouse Avec Cuillere Le Zoo
[2245] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1602-2245 | Slug: bol-ventouse-et-cuillère-la-savane | Name: Bol Ventouse Et Cuillère La Savane
[2246] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1603-2246 | Slug: set-de-3-couverts-theme-la-savane | Name: Set De 3 Couverts Theme La Savane
[2247] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1604-2247 | Slug: plateau-4-compartiments-la-savane | Name: Plateau 4 Compartiments La Savane
[2248] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1605-2248 | Slug: assiette-dessert-motifs-fleurs-tour-eiffel-le-paris-d-emilie | Name: Assiette Dessert Motifs Fleurs Tour Eiffel Le Paris D Emilie
[2249] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1606-2249 | Slug: assiette-a-dessert-le-petit-prince | Name: Assiette A Dessert Le Petit Prince
[2250] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1607-2250 | Slug: timbale-pour-bebe---la-ferme | Name: Timbale Pour Bebe - La Ferme
[2251] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1608-2251 | Slug: tasse-2-anses-anti-derapante-peppa-pig | Name: Tasse 2 Anses Anti Derapante Peppa Pig
[2252] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1609-2252 | Slug: timbale-ernest-and-celestine | Name: Timbale Ernest And Celestine
[2253] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1610-2253 | Slug: petit-mug-les-ballerines-retire | Name: Petit Mug Les Ballerines Retire
[2254] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1611-2254 | Slug: assiette-melamine-tour-eiffel | Name: Assiette Melamine Tour Eiffel
[2255] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1612-2255 | Slug: assiette-notre-dame-melamine | Name: Assiette Notre Dame Melamine
[2256] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1613-2256 | Slug: assiette-à-dessert-tour-eiffel-vue-du-ciel | Name: Assiette À Dessert Tour Eiffel Vue Du Ciel
[1745] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1108-1745 | Slug: lot-de-2-bavoirs-bandana-"océan"-41cm-bleu | Name: Lot De 2 Bavoirs Bandana "océan" 41cm Bleu
[2257] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1614-2257 | Slug: bol-en-melamine-pierre-lapin-coloris-bleu | Name: Bol En Melamine Pierre Lapin Coloris Bleu
[2258] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1615-2258 | Slug: assiette-a-dessert-le-gardien-de-musee-ernest-et-celestine | Name: Assiette A Dessert Le Gardien De Musee Ernest Et Celestine
[2259] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1616-2259 | Slug: set-de-3-couverts-ernest-et-celestine | Name: Set De 3 Couverts Ernest Et Celestine
[2260] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1617-2260 | Slug: gourde-en-tritan-le-zoo-0.35l | Name: Gourde En Tritan Le Zoo 0.35l
[2261] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1618-2261 | Slug: assiette-a-dessert-plan-paris-bleue | Name: Assiette A Dessert Plan Paris Bleue
[2262] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1619-2262 | Slug: assiette-bebe-pierre-lapin | Name: Assiette Bebe Pierre Lapin
[2263] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1620-2263 | Slug: assiette-a-dessert-peppa-pig | Name: Assiette A Dessert Peppa Pig
[2264] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1621-2264 | Slug: bol-ventouse-et-cuillere-peppa-pig | Name: Bol Ventouse Et Cuillere Peppa Pig
[2265] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1622-2265 | Slug: set-de-3-couverts-peppa-pig | Name: Set De 3 Couverts Peppa Pig
[2266] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1623-2266 | Slug: tire-lait-philips-scf430/20 | Name: Tire-lait Philips Scf430/20
[2267] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1624-2267 | Slug: philips-cuiseur-vapeur-et-mixeur-alimentaire-pour-bébé-0,2-l-400-w | Name: Philips Cuiseur Vapeur Et Mixeur Alimentaire Pour Bébé 0,2 L 400 W
[2268] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1625-2268 | Slug: philips-avent-scf291/00-stérilisateur-électronique-4-en-1-+-panier-vaisselle---blanc | Name: Philips Avent Scf291/00 Stérilisateur Électronique 4 En 1 + Panier Vaisselle - Blanc
[2269] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1626-2269 | Slug: philips-avent-scf883/01-robot-cuiseur-mixeur-4-en-1-pour-bébé | Name: Philips Avent Scf883/01 Robot Cuiseur-mixeur 4-en-1 Pour Bébé
[2270] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1627-2270 | Slug: philips-avent-scf254/24-coussinets-d'allaitement | Name: Philips Avent Scf254/24 Coussinets D'allaitement
[2271] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1628-2271 | Slug: philips-avent-scf430/10-tire-lait-manuel-natural-motion | Name: Philips Avent Scf430/10 Tire Lait Manuel Natural Motion
[2272] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1629-2272 | Slug: philips-avent-scf254/61-coussinets-d'allaitement | Name: Philips Avent Scf254/61 Coussinets D'allaitement
[2273] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1630-2273 | Slug: chaise-haute-phil-and-teds-poppy-wood-2020 | Name: Chaise Haute Phil And Teds Poppy Wood 2020
[2274] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1631-2274 | Slug: chaise-phil-and-teds-lobster-noire | Name: Chaise Phil And Teds Lobster Noire
[2275] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1632-2275 | Slug: chaise-phil-and-teds-lobster-noire-rouge | Name: Chaise Phil And Teds Lobster Noire Rouge
[2276] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1633-2276 | Slug: chaise-haute-phil-and-teds-poppy-2020 | Name: Chaise Haute Phil And Teds Poppy 2020
[2277] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1634-2277 | Slug: chaise-haute-fino-en-hêtre-non-traité | Name: Chaise Haute Fino En Hêtre Non Traité
[2278] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1635-2278 | Slug: coussin-de-grossesse-oreiller-de-maternité-et-bébés-et-support-de-corps-et-dossier-et-orthopédique | Name: Coussin De Grossesse Oreiller De Maternité Et Bébés Et Support De Corps Et Dossier Et Orthopédique
[2279] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1636-2279 | Slug: charlotte-pour-coussin-de-maternité---pour-oreiller-de-grossesse-et-d'allaitement---100%-coton---motif-étoiles | Name: Charlotte Pour Coussin De Maternité - Pour Oreiller De Grossesse Et D'allaitement - 100% Coton - Motif Étoiles
[2280] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1637-2280 | Slug: p'tit-lit---coussin-de-maternité-et-d'allaitement-bamboo-|-viscose-douce-|-garnissage | Name: P'tit Lit - Coussin De Maternité Et D'allaitement Bamboo | Viscose Douce | Garnissage
[2281] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1638-2281 | Slug: housse-de-coussin-de-maternité---pour-oreiller-de-grossesse-et-d'allaitement---100%-coton---imperméable---motif-étoiles | Name: Housse De Coussin De Maternité - Pour Oreiller De Grossesse Et D'allaitement - 100% Coton - Imperméable - Motif Étoiles
[2282] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1639-2282 | Slug: coussin-de-maternité-et-d'allaitement---garnissage-fibres-creuses---oreiller-de-grossesse-moelleux-et-silencieux | Name: Coussin De Maternité Et D'allaitement - Garnissage Fibres Creuses - Oreiller De Grossesse Moelleux Et Silencieux
[2283] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1640-2283 | Slug: red-castle-coussin-d'allaitement-big-flopsy-fleur-de-coton---rose-dragée | Name: Red Castle Coussin D'allaitement Big Flopsy Fleur De Coton - Rose Dragée
[2284] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1641-2284 | Slug: bavoir-à-broder-beige-30-x-34-cm | Name: Bavoir À Broder Beige 30 X 34 Cm
[2285] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1642-2285 | Slug: bavoir-à-broder-gris-30-x-34-cm | Name: Bavoir À Broder Gris 30 X 34 Cm
[2286] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1643-2286 | Slug: kit-de-couture-bavoir-menthe-23-x-36-cm | Name: Kit De Couture Bavoir Menthe 23 X 36 Cm
[2287] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1644-2287 | Slug: kit-bavoir-à-broder-alphabet-23-x-28-cm | Name: Kit Bavoir À Broder Alphabet 23 X 28 Cm
[2288] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1645-2288 | Slug: roba-chaise-haute-évolutive-"kid-up"---qui-grandit-avec-l'enfant---naturel | Name: ROBA Chaise Haute Évolutive "Kid Up" - Qui Grandit Avec L'enfant - Naturel
